,tr_Y,valid1,valid2,valid3,valid4,valid5,tr_score,tr_conf
871,0,0.823,0.812,0.819,0.904,0.855,0.843,0.0
872,1,0.929,0.913,0.908,0.905,0.955,0.922,0.0
873,1,0.823,0.812,0.819,0.904,0.855,0.843,0.0
874,0,0.937,0.939,0.924,0.922,0.964,0.937,0.0
875,1,0.904,0.883,0.89,0.885,0.952,0.903,0.0
876,1,0.806,0.7,0.82,0.858,0.635,0.764,0.035
877,0,0.211,0.164,0.25,0.361,0.175,0.232,0.0
878,0,0.717,0.702,0.734,0.811,0.802,0.753,0.001
879,1,0.929,0.913,0.908,0.905,0.955,0.922,0.0
880,1,0.897,0.848,0.859,0.853,0.913,0.874,0.0
881,1,0.875,0.855,0.781,0.883,0.957,0.87,0.0
882,1,0.929,0.913,0.908,0.905,0.955,0.922,0.0
883,1,0.396,0.598,0.485,0.52,0.63,0.526,0.146
884,1,0.823,0.812,0.819,0.904,0.855,0.843,0.0
885,1,0.865,0.856,0.867,0.847,0.922,0.871,0.0
886,1,0.982,0.985,0.971,0.97,0.984,0.978,0.0
887,1,0.937,0.939,0.924,0.922,0.964,0.937,0.0
888,1,0.937,0.939,0.924,0.922,0.964,0.937,0.0
889,1,0.883,0.946,0.772,0.799,0.885,0.857,0.0
890,1,0.918,0.913,0.904,0.905,0.961,0.92,0.0
891,1,0.979,0.982,0.944,0.959,0.978,0.968,0.0
892,1,0.982,0.985,0.971,0.97,0.984,0.978,0.0
893,1,0.944,0.974,0.851,0.882,0.939,0.918,0.0
894,1,0.937,0.939,0.924,0.922,0.964,0.937,0.0
895,1,0.97,0.979,0.949,0.952,0.976,0.965,0.0
896,1,0.959,0.95,0.944,0.952,0.968,0.954,0.0
897,1,0.902,0.865,0.901,0.797,0.939,0.881,0.0
898,1,0.975,0.985,0.978,0.964,0.987,0.978,0.0
899,1,0.893,0.873,0.599,0.822,0.928,0.823,0.037
900,1,0.986,0.987,0.967,0.975,0.986,0.98,0.0
901,1,0.913,0.93,0.903,0.936,0.959,0.928,0.0
902,0,0.279,0.757,0.155,0.463,0.382,0.407,0.155
903,1,0.89,0.958,0.897,0.843,0.953,0.908,0.0
904,1,0.912,0.894,0.829,0.904,0.912,0.89,0.0
905,1,0.975,0.985,0.978,0.964,0.987,0.978,0.0
906,0,0.174,0.401,0.112,0.264,0.2,0.23,0.0
907,1,0.975,0.988,0.98,0.98,0.984,0.981,0.0
908,1,0.925,0.897,0.884,0.842,0.934,0.896,0.0
909,1,0.948,0.913,0.915,0.881,0.949,0.921,0.0
910,1,0.863,0.933,0.824,0.795,0.869,0.857,0.0
911,0,0.645,0.936,0.573,0.757,0.614,0.705,0.242
912,1,0.916,0.951,0.902,0.829,0.892,0.898,0.0
913,1,0.947,0.971,0.914,0.915,0.963,0.942,0.0
914,1,0.802,0.768,0.373,0.715,0.892,0.71,0.294
915,1,0.504,0.674,0.078,0.385,0.697,0.468,0.259
916,1,0.893,0.969,0.88,0.858,0.955,0.911,0.0
917,1,0.938,0.924,0.945,0.886,0.972,0.933,0.0
918,1,0.982,0.985,0.971,0.97,0.984,0.978,0.0
919,1,0.975,0.985,0.978,0.964,0.987,0.978,0.0
920,1,0.942,0.951,0.905,0.856,0.933,0.917,0.0
921,1,0.917,0.953,0.913,0.894,0.934,0.922,0.0
922,1,0.891,0.922,0.861,0.868,0.9,0.888,0.0
923,1,0.982,0.985,0.971,0.97,0.984,0.978,0.0
924,1,0.988,0.992,0.986,0.982,0.99,0.987,0.0
925,1,0.558,0.758,0.669,0.611,0.758,0.671,0.235
926,1,0.942,0.921,0.905,0.876,0.96,0.921,0.0
927,1,0.769,0.879,0.861,0.763,0.907,0.836,0.0
928,1,0.934,0.945,0.959,0.935,0.953,0.945,0.0
929,1,0.908,0.935,0.826,0.815,0.949,0.887,0.0
930,0,0.213,0.384,0.062,0.223,0.569,0.29,0.03
931,0,0.696,0.9,0.636,0.574,0.743,0.71,0.193
932,1,0.472,0.68,0.575,0.43,0.554,0.542,0.205
933,1,0.786,0.956,0.812,0.672,0.868,0.819,0.014
934,1,0.834,0.925,0.723,0.721,0.894,0.819,0.007
935,1,0.736,0.852,0.517,0.547,0.747,0.68,0.302
936,1,0.826,0.885,0.64,0.698,0.841,0.778,0.038
937,0,0.942,0.972,0.834,0.886,0.929,0.913,0.0
938,1,0.958,0.934,0.958,0.905,0.973,0.946,0.0
939,1,0.933,0.962,0.886,0.854,0.963,0.92,0.0
940,1,0.983,0.986,0.976,0.968,0.988,0.98,0.0
941,0,0.672,0.747,0.802,0.85,0.937,0.802,0.018
942,1,0.672,0.747,0.802,0.85,0.937,0.802,0.018
943,1,0.899,0.971,0.932,0.921,0.952,0.935,0.0
944,1,0.89,0.958,0.897,0.843,0.953,0.908,0.0
945,1,0.82,0.945,0.883,0.892,0.917,0.891,0.0
946,1,0.89,0.958,0.897,0.843,0.953,0.908,0.0
947,1,0.94,0.971,0.894,0.854,0.959,0.923,0.0
948,1,0.94,0.975,0.916,0.859,0.961,0.93,0.0
949,1,0.839,0.829,0.84,0.783,0.847,0.828,0.0
950,1,0.371,0.35,0.393,0.354,0.416,0.377,0.0
951,1,0.648,0.655,0.283,0.521,0.533,0.528,0.262
952,1,0.942,0.906,0.899,0.847,0.946,0.908,0.0
953,1,0.949,0.944,0.905,0.886,0.952,0.927,0.0
954,1,0.828,0.848,0.572,0.668,0.83,0.749,0.109
955,1,0.949,0.944,0.905,0.886,0.952,0.927,0.0
956,1,0.959,0.914,0.887,0.867,0.95,0.915,0.0
957,0,0.225,0.35,0.386,0.379,0.548,0.378,0.011
958,1,0.225,0.35,0.386,0.379,0.548,0.378,0.011
959,1,0.982,0.981,0.971,0.966,0.985,0.977,0.0
960,1,0.988,0.992,0.986,0.982,0.99,0.987,0.0
961,1,0.952,0.933,0.934,0.94,0.961,0.944,0.0
962,0,0.696,0.678,0.598,0.593,0.777,0.668,0.21
963,1,0.994,0.995,0.988,0.992,0.994,0.992,0.0
964,1,0.993,0.972,0.98,0.981,0.993,0.984,0.0
965,1,0.87,0.848,0.752,0.763,0.913,0.829,0.0
966,1,0.995,0.993,0.988,0.983,0.997,0.991,0.0
967,1,0.972,0.953,0.916,0.921,0.976,0.948,0.0
968,1,0.982,0.965,0.934,0.935,0.984,0.96,0.0
969,1,0.982,0.965,0.934,0.935,0.984,0.96,0.0
970,1,0.996,0.997,0.993,0.992,0.998,0.995,0.0
971,0,0.105,0.101,0.063,0.164,0.066,0.1,0.0
972,0,0.382,0.268,0.232,0.296,0.29,0.294,0.0
973,0,0.163,0.166,0.087,0.184,0.113,0.142,0.0
974,0,0.199,0.203,0.09,0.182,0.135,0.162,0.0
975,0,0.161,0.156,0.087,0.179,0.104,0.138,0.0
976,0,0.25,0.164,0.146,0.364,0.154,0.216,0.0
977,0,0.301,0.198,0.12,0.308,0.13,0.211,0.0
978,0,0.527,0.524,0.207,0.388,0.345,0.398,0.036
979,1,0.914,0.882,0.874,0.829,0.658,0.831,0.008
980,1,0.894,0.889,0.639,0.837,0.885,0.829,0.013
981,1,0.991,0.982,0.989,0.975,0.992,0.986,0.0
982,1,0.993,0.99,0.994,0.984,0.993,0.991,0.0
983,1,0.987,0.976,0.985,0.967,0.988,0.981,0.0
984,1,0.998,0.999,0.998,0.996,0.999,0.998,0.0
985,1,0.916,0.938,0.923,0.889,0.965,0.926,0.0
