,tr_Y,valid1,valid2,valid3,valid4,valid5,tr_score,tr_conf
871,0,0.879,0.899,0.926,0.916,0.939,0.912,0.0
872,1,0.741,0.67,0.691,0.737,0.753,0.718,0.001
873,1,0.817,0.83,0.872,0.846,0.892,0.851,0.0
874,0,0.739,0.7,0.716,0.754,0.783,0.738,0.0
875,1,0.839,0.858,0.893,0.882,0.913,0.877,0.0
876,1,0.76,0.693,0.71,0.744,0.819,0.745,0.001
877,0,0.003,0.008,0.018,0.006,0.001,0.007,0.0
878,0,0.699,0.586,0.416,0.553,0.563,0.563,0.289
879,1,0.782,0.789,0.831,0.827,0.868,0.819,0.0
880,1,0.632,0.635,0.646,0.559,0.512,0.597,0.373
881,1,0.81,0.773,0.463,0.794,0.874,0.743,0.185
882,1,0.748,0.719,0.764,0.747,0.825,0.76,0.0
883,1,0.641,0.612,0.591,0.63,0.611,0.617,0.422
884,1,0.817,0.832,0.874,0.847,0.893,0.853,0.0
885,1,0.621,0.608,0.618,0.538,0.456,0.568,0.239
886,1,0.942,0.95,0.948,0.953,0.968,0.952,0.0
887,1,0.792,0.788,0.82,0.829,0.87,0.82,0.0
888,1,0.767,0.756,0.772,0.784,0.835,0.783,0.0
889,1,0.878,0.891,0.841,0.793,0.892,0.859,0.0
890,1,0.739,0.66,0.677,0.732,0.717,0.705,0.002
891,1,0.867,0.909,0.872,0.856,0.905,0.882,0.0
892,1,0.966,0.968,0.969,0.966,0.979,0.97,0.0
893,1,0.983,0.985,0.979,0.969,0.987,0.981,0.0
894,1,0.76,0.7,0.723,0.763,0.787,0.747,0.0
895,1,0.844,0.883,0.836,0.85,0.886,0.86,0.0
896,1,0.77,0.748,0.752,0.786,0.832,0.778,0.0
897,1,0.811,0.829,0.877,0.851,0.859,0.846,0.0
898,1,0.879,0.885,0.882,0.877,0.906,0.886,0.0
899,1,0.925,0.965,0.825,0.932,0.961,0.921,0.0
900,1,0.926,0.942,0.926,0.93,0.954,0.935,0.0
901,1,0.977,0.975,0.989,0.99,0.99,0.984,0.0
902,0,0.858,0.929,0.694,0.827,0.91,0.844,0.003
903,1,0.863,0.852,0.869,0.847,0.881,0.862,0.0
904,1,0.935,0.946,0.94,0.947,0.964,0.946,0.0
905,1,0.912,0.915,0.91,0.909,0.935,0.916,0.0
906,0,0.065,0.557,0.08,0.069,0.164,0.187,0.012
907,1,0.943,0.954,0.954,0.962,0.972,0.957,0.0
908,1,0.974,0.975,0.969,0.97,0.985,0.975,0.0
909,1,0.94,0.945,0.926,0.94,0.967,0.944,0.0
910,1,0.931,0.938,0.917,0.936,0.962,0.937,0.0
911,0,0.787,0.743,0.737,0.747,0.742,0.751,0.0
912,1,0.901,0.91,0.913,0.912,0.935,0.914,0.0
913,1,0.902,0.912,0.916,0.914,0.936,0.916,0.0
914,1,0.868,0.922,0.679,0.819,0.907,0.839,0.005
915,1,0.902,0.84,0.655,0.818,0.873,0.818,0.009
916,1,0.931,0.949,0.953,0.906,0.934,0.935,0.0
917,1,0.879,0.857,0.829,0.823,0.888,0.855,0.0
918,1,0.951,0.953,0.953,0.95,0.967,0.955,0.0
919,1,0.875,0.879,0.876,0.87,0.901,0.88,0.0
920,1,0.882,0.771,0.89,0.825,0.882,0.85,0.0
921,1,0.93,0.931,0.932,0.932,0.952,0.936,0.0
922,1,0.953,0.954,0.961,0.956,0.969,0.959,0.0
923,1,0.996,0.997,0.998,0.999,0.998,0.998,0.0
924,1,0.973,0.932,0.94,0.939,0.977,0.952,0.0
925,1,0.677,0.596,0.615,0.714,0.705,0.661,0.157
926,1,0.863,0.87,0.804,0.821,0.888,0.849,0.0
927,1,0.776,0.701,0.76,0.764,0.796,0.759,0.0
928,1,0.98,0.995,1.0,0.996,0.994,0.993,0.0
929,1,0.852,0.863,0.868,0.861,0.888,0.866,0.0
930,0,0.855,0.883,0.685,0.788,0.857,0.814,0.003
931,0,0.816,0.758,0.763,0.753,0.805,0.779,0.0
932,1,0.74,0.64,0.676,0.731,0.773,0.712,0.02
933,1,0.772,0.709,0.808,0.773,0.817,0.776,0.0
934,1,0.9,0.907,0.908,0.829,0.881,0.885,0.0
935,1,0.796,0.727,0.745,0.733,0.798,0.76,0.0
936,1,0.815,0.784,0.757,0.766,0.81,0.786,0.0
937,0,0.837,0.838,0.79,0.786,0.829,0.816,0.0
938,1,0.877,0.846,0.836,0.835,0.895,0.858,0.0
939,1,0.848,0.835,0.822,0.798,0.848,0.83,0.0
940,1,0.884,0.902,0.873,0.862,0.905,0.885,0.0
941,0,0.458,0.44,0.463,0.343,0.342,0.409,0.0
942,1,0.469,0.355,0.416,0.29,0.288,0.364,0.0
943,1,0.968,0.982,0.978,0.958,0.976,0.972,0.0
944,1,0.898,0.892,0.897,0.887,0.914,0.897,0.0
945,1,0.978,0.969,0.984,0.997,0.991,0.984,0.0
946,1,0.954,0.943,0.965,0.99,0.974,0.965,0.0
947,1,0.833,0.775,0.828,0.769,0.844,0.81,0.0
948,1,0.834,0.776,0.83,0.771,0.845,0.811,0.0
949,1,0.885,0.906,0.838,0.867,0.922,0.883,0.0
950,1,0.493,0.486,0.592,0.386,0.334,0.458,0.043
951,1,0.868,0.867,0.849,0.871,0.912,0.873,0.0
952,1,0.907,0.906,0.912,0.909,0.936,0.914,0.0
953,1,0.87,0.846,0.859,0.841,0.888,0.861,0.0
954,1,0.826,0.747,0.811,0.742,0.835,0.792,0.0
955,1,0.836,0.791,0.827,0.784,0.845,0.817,0.0
956,1,0.892,0.894,0.877,0.878,0.916,0.891,0.0
957,0,0.249,0.342,0.353,0.28,0.22,0.289,0.0
958,1,0.199,0.276,0.324,0.247,0.19,0.247,0.0
959,1,0.908,0.805,0.002,0.742,0.984,0.688,0.416
960,1,0.96,0.879,0.891,0.888,0.959,0.915,0.0
961,1,0.779,0.753,0.755,0.795,0.843,0.785,0.0
962,0,0.502,0.463,0.496,0.361,0.351,0.435,0.003
963,1,0.979,0.972,0.972,0.985,0.99,0.98,0.0
964,1,0.809,0.686,0.742,0.765,0.831,0.767,0.001
965,1,0.496,0.674,0.554,0.548,0.827,0.62,0.479
966,1,0.891,0.869,0.89,0.88,0.914,0.889,0.0
967,1,0.788,0.722,0.674,0.734,0.881,0.76,0.019
968,1,0.876,0.937,0.967,0.95,0.966,0.939,0.0
969,1,0.946,0.956,0.991,0.975,0.983,0.97,0.0
970,1,0.908,0.825,0.974,0.941,0.924,0.915,0.0
971,0,0.174,0.255,0.134,0.075,0.309,0.189,0.0
972,0,0.171,0.191,0.207,0.155,0.219,0.188,0.0
973,0,0.127,0.113,0.161,0.116,0.183,0.14,0.0
974,0,0.11,0.113,0.152,0.128,0.142,0.129,0.0
975,0,0.208,0.293,0.299,0.22,0.307,0.265,0.0
976,0,0.507,0.518,0.49,0.883,0.327,0.545,0.353
977,0,0.259,0.253,0.28,0.252,0.17,0.243,0.0
978,0,0.25,0.446,0.363,0.283,0.442,0.357,0.001
979,1,0.826,0.786,0.835,0.742,0.429,0.723,0.233
980,1,0.654,0.46,0.231,0.594,0.418,0.471,0.167
981,1,0.982,0.982,0.983,0.978,0.99,0.983,0.0
982,1,1.0,0.999,1.0,1.0,1.0,1.0,0.0
983,1,0.816,0.731,0.77,0.798,0.827,0.788,0.0
984,1,0.962,0.933,0.991,0.978,0.975,0.968,0.0
985,1,0.963,0.941,0.993,0.982,0.976,0.971,0.0
