Check SMILES for genmols_S1_init.csv:

RNN_0000260, CCOCC(=O)NC(C)(C)CO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0198690, CNC(=O)c1cccc2c1ccn2C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0198698, CCNC(C)=NOC(C)C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0198887, CC(C=CC1=C(C)CCCC12C)C2C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0199034, O=C(NC(c1ccccc1OC(F)(F)F)c1ccccc1)c1ccc(-c2ccc3nc(Nc4ccc(C(=O)N5CC(O)C5)cc4OCC(F)(F)F)nn3c2Cl)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0199094, C#CC(CC(=O)NO)S(C)(=O)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0199129, NCC(O)C(F)(F)F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0199146, CCCc1cc(=O)c2ccccc2[nH]1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0199178, CCc1cccc(OCC)c1CC(N)C(=O)Nc1ccc(-c2ccc3nc(Nc4ccc(C(=O)NCC(O)CN5CCN(C)CC5)cc4OC)nc3c(OC)c2OC)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0199218, CC(CS)CC(C)(C)CN, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0199239, CCc1ccc(C(C)=O)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0199360, C=CCN1C(=O)C(C)(C)C(O)C1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0199371, c1ccc2c(c1)CCNC2, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0199418, NCC(=O)NC1CC2CCC1C2, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0199434, CCOCC12CCCC(O)N1CCC2, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0199448, C=C(C)c1ccc(C(CN)OC)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0199455, NC(=O)C1CC(N2CCCC2)CCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0199459, C#CC(O)COc1ccc(F)cc1F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0199476, COc1cccc(C(=O)NC(C)C)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0199493, CNC(=O)c1cccc2ccccc12, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0199545, CCn1cnc2c1CCN(CC)CC2, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0199784, COC1OC2(CCN(C)CC2)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0199806, O=C1CCN=C2c3ccccc3CCC12, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0199808, CC(C)CNc1cnoc1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0199845, Cn1ncc(-c2ccncc2)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0199865, CCc1ncc(CO)cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0199902, COCCNCC1CCOCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0199912, CCC(N)C(O)C(F)(F)F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0200009, CC(N)Cn1cc2ccccc2n1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0200083, NCCCC(N)C(=O)NC1CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0200087, CS(=O)(=O)c1ccc(Nc2cc(NC3CCN(Cc4ccccc4)CC3)ccc2N2CCOCC2)cc1Nc1cc2cc(-c3cnn(CC(F)(F)F)c3)ccc2cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0200128, CCOc1cc(C(=O)N2CC(OC)C2)ccc1Nc1cc2cc(-c3ccc(C(=O)NCc4ccc(F)cc4)cc3)cn2c(C)c1-c1ccc2[nH]c(-c3ccccc3OC)nc2c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0200281, C=C(c1cc(NCCC(F)(F)F)ccc1Nc1nc2ccc(-c3ccc(NC(=O)C(C)c4ccc(F)cc4)cc3)cn2n1)c1ccc(C(=O)NCCCl)cc1Cl, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0200285, CC(C(N)=O)N1CCCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0200309, Cc1cc(-c2ccc3nc(Nc4ccc(S(C)(=O)=O)cc4OCC(F)(F)F)nn3n2)cc(C)c1Oc1cc(F)ccc1Nc1cc2cc(-c3cnn(CC(F)(F)F)c3)ccc2cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0200429, CC1(O)CC(c2ccccc2)CC1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0200642, Cn1nc2c(cnn2C)cc1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0200783, CC(C)(O)Cn1nccn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0200889, FC(F)(F)CN1CCNC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0201036, COc1cc(C(=O)NCC(F)(F)F)ccc1Nc1cc2nc(-c3ccc(NC(=O)C(C)c4ccc(F)cc4)cc3)cn2c(-c2ccc(C(=O)NC(C)C(F)(F)F)cc2)c1C(=O)OC, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0201062, COc1cc(N2CCC(C(=O)N3CCC(F)C3)CC2)ccc1Nc1nc(NC2CCCCC2)n2c(-c3ccc(C(=O)NC4CC4)cc3)cnc2c1Nc1ccc(N2CCOCC2)nc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0201177, CCc1ccc(NS(C)(=O)=O)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0201252, COc1cc(F)cc(CC(=O)O)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0201333, CCOc1cc(CCNc2ccc3nc(-c4cccc(Cl)c4)cn3c2)ccc1Cc1ccc(-c2ccc3nc(Nc4ccc(C(=O)NCC(=O)OC)cc4OC)n(CC4CCCC4)c3c2)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0201400, CN(C)CCN(C)C(C)(C)CO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0201620, Cc1ccsc1C(N)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0201867, COc1cc(CC(NC(C)=O)C(O)CN(CCc2ccc(C)cc2)c2ccc(NC(=O)C3CCN(C)C3)cc2)ccc1Nc1nc(OC2CCC(C)(O)CC2)c2cc[nH]c2n1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0201934, CCCCNc1ncnn1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0201945, CC1=C2CCC(C)(C)C2CCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0201979, CCc1ccc(C(=O)NCCN)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0202037, CC(C)(O)CCC1(N)CCNC1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0202061, CC(=O)NCCc1ccc(C)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0202111, N#CC(CCO)c1ccccc1F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0202290, c1ccc(-c2n[nH]c3ccccc23)nc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0202313, CC(=O)NCC(N)c1ccc(F)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0202354, Cn1cc([S+](C)[O-])c2ccccc21, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0202458, CSC(=S)N(C)C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0202554, C=CCn1c(-c2ccccc2)cnc1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0202783, CCCN(Cc1nc(-c2ccncc2)cn1C)C(=O)c1ccc(C)nc1Oc1ccc(Nc2nc3ccc(-c4ccc(NC(=O)Cc5ccc(F)cc5)cc4)cn3n2)c(OCC(F)(F)F)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0203176, CCN1CCc2ccccc2C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0203190, CCCNC(C)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0203303, C1CNCCN(CCO)CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0203402, CC(NC(=O)c1cc(NC(=O)c2cc(-c3cnc(C4CCCC4)cn3)c(Br)cn2)cn2c(-c3ccc(C(=O)NC4CC4)cc3)cnc12)c1ccc(F)cc1F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0203461, Nc1cccc(CC(=O)NCCO)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0203584, O=C(NC1CNC1=O)c1ccccc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0203621, Cn1cc(C(N)=O)ccc1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0203663, CN1CCCC12CC(O)CCN2C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0203741, CCc1cccc(CC)c1NC(=O)c1cc(-c2nc(NCC3CCOC3)n(CC(F)(F)F)n2)ccc1CCc1cc2cc(-c3ccc(CC(C)(O)C(=O)O)cc3)ccc2cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0204060, O=C(NC12CCC(OC1)C2)c1cc(-c2ccc3c(NCC4CCOCC4)nc(-c4ccccc4)cn23)ccc1Cc1cc2cc(-c3ccc(C(=O)NCC(F)(F)F)cc3)ccc2s1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0204066, CC(C)CNc1ccc(Cl)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0204092, CC1(CO)CCCC(C)(C)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0204114, c1cc2c(cc1C1=NCCN1)OCO2, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0204229, CCc1cccc(CC)c1NC(=O)c1cc(-c2nc(-c3ccc(C)cc3)nn2C)ccc1Cc1cc2cc(-c3ccc(NC(=O)C(C)c4ccc(F)cc4)cc3)cnc2s1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0204280, C=Cc1ccc(C(C)(N)CO)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0204387, COCC1SC(O)C(O)C1O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0204432, Cc1cnn(C)c1NC(=O)c1ccc(Nc2nc(NCCO)nc3c(NCCC(F)(F)F)nc(Nc4ccc(N5CCC(O)C5)cc4OCC(F)(F)F)nc23)cc1F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0204481, Cc1occc1C(=O)NCCN(C)C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0204489, N=C(N)c1ccc(S(N)(=O)=O)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0204672, O=C(NC(c1ccccn1)C1CCCCC1)c1ccc(-c2ccc3nc(Nc4ccc(OCCNC(=O)C(NS(=O)(=O)Cc5ccccc5)C5CC5)cc4cn3)cc2)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0204844, CCOc1c(N)cc2cc[nH]c2c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0204858, CN1CCC(C(N)=O)CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0204896, O=C(CCC(=O)N(Cc1cccc(F)c1)CC1CC1)Nc1ccc(-c2ccc3nc(Nc4ccc(N5CCN(CC(=O)NCC(F)(F)F)CC5)cc4OCC(F)(F)F)nn3c2)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0204928, CNCC(O)Cc1ccc(F)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0204931, COc1nccc2[nH]ccc12, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0205028, COc1cc(C(=O)Nc2ccc(-c3ccc4nc(Nc5ccc(C)cc5C#N)cn4c3)cc2)ccc1Nc1nc(-c2ccccc2)cn2c(-c3ccc(C(=O)NC4CC4)cc3)cnc12, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0205188, CC(C)(C)OC(=O)NC(C)(C)CO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0205196, CC(=O)CCCC(=O)NC1CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0205267, COc1cc(F)c(C#N)cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0205340, CCCCS(=O)(=O)CC#N, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0205374, CC(OC(=O)c1ccc(Nc2nc3ccc(-c4ccc(C(=O)NCc5ccc(F)cc5)cc4)cn3n2)c(OC(F)(F)F)c1)C(O)(Cn1cncn1)c1ccc(F)cc1F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0205405, O=C(NCC(O)C(Cc1ccccc1)N1CC(c2ccccc2)C1)c1ccc(-c2ccc3cnc(Nc4ccc(C(=O)N5CC(O)C5)cc4OCC(F)(F)F)n3n2)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0205467, COc1cc(N2CCN(S(=O)(=O)C3CCCCC3)CC2)ccc1Nc1nc(NC2CCCCC2)ccc1Nc1cc2cc(-c3cnn(CC(O)CO)c3)ccc2cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0205474, CONC1(CO)CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0205479, CC(=O)C(=N)NNC(=N)N, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0205539, CCN(CC)C(=O)NC1CCCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0205542, NCCC1Nc2nccn2CCC1F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0205677, COc1cc(C(=O)N2CC(OC)C2)ccc1Nc1cc2cc(-c3ccc(C(=O)NCc4ccc(F)cc4)cc3)cn2c(C)c1Cc1ccc(C(=O)NCC2(O)CCC2)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0205684, COc1cc(-c2cnn(CCNC(C)=O)c2)ccc1Cc1cc2cc(-c3ccc(C(=O)NCc4ccc(F)cc4)cc3)cn2c(-c2ccc(C(=O)NCC(F)(F)F)cc2)c1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0205700, C#CC1(O)CCC2CC1CCC2O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0205704, NS(=O)(=O)c1ccc2[nH]ncc2c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0205707, CCc1cccc(CC)c1NC(=O)C(C)(C)Cc1ccc(Nc2nc3ccc(-c4ccc(C(=O)NCc5ccc(F)cc5)cc4)cn3n2)c(OC(F)(F)C(F)(F)F)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0205846, CC(N)C(=O)C(C)(C)CO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0205907, O=C(NC(c1ccccn1)C1CCCC1)c1cccc(-c2ccc(Nc3cc4cc(-c5cnn(CC(CCF)CN6CCN(C(=O)C(F)F)CC6)c5)ccc4cn3)c(F)c2)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0206065, CC(C(=O)NCc1ccc(F)cc1)N1CCN(c2ccc(-c3ccc4nc(Nc5ccc(S(C)(=O)=O)cc5OCC(F)(F)F)ncc4c3)c(OCC3CCCCC3)c2)CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0206139, N#CNc1cccc2[nH]ccc12, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0206246, CC(C)CC(NC(C)=O)C(N)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0206405, N=C(N)NCCCCN(C)C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0206451, CC(C)(C)N1CCN(c2ccc(Nc3nc(Nc4ccc(N5CCC(O)(C(=O)N6CCN(C)CC6)CC5)cc4OCC(F)(F)F)nc(Nc4ccc(F)cc4CC(F)(F)F)n3)cc2)CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0206454, C=CCn1c(OCC)cnc1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0206581, COc1cc(N2CCC(CC(=O)N3CCOCC3)CC2)ccc1Nc1nc(OC(F)F)ccc1Nc1nc2ccc(-c3ccc(C(=O)NCc4ccc(F)cc4)cc3)cn2n1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0206605, Cn1cc(C(=O)NC2CCCC2)cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0206727, CN1C2CCC1CC(Oc1ccc(-c3nc(Nc4ccc(N5CCN(CC(=O)N(C)N=O)CC5)cc4OCC(F)(F)F)nc(Nc4ccc(F)cc4)c3Cl)cc1)C2, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0206736, COc1cc(C(=O)NC(C)(C)CO)ccc1Nc1nc2cc(-c3ccc(C(=O)NCc4ccc(F)cc4)c(C)c3)cnc2n1-c1ccc(C(=O)NCc2ccccc2)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0206774, CCC(CN(C)C)C(C)(C)COC, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0206894, O=C(C1CCC1)NC1CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0206975, CCC=CCc1ccc(OC)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0207034, Fc1ccc(C2=NCCN2)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0207149, CCCc1ccc(COC(C)=O)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0207154, c1ccc(CNCCCO)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0207265, CC(C)(N)C(=O)NC1CCCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0207341, COc1cc(C(=O)NCC(F)(F)F)ccc1Nc1nc2cc(-c3ccc(NC(=O)C(C)c4ccc(F)cc4)cc3)cn2nc1-c1cc2cc(-c3ccccc3)ccc2cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0207367, COC(=O)C(NC(C)=O)C(C)C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0207734, CC(C(=O)NCc1ccc(OC(F)F)cc1N1CCOCC1)c1ccc(-c2ccc3nc(Nc4ccc(C(=O)NCC(F)(F)F)cc4OCC(F)(F)F)nn3c2)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0207776, CN=C(NC#N)NCCCl, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0207802, c1cc2c(-c3nn[nH]n3)cccc2cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0207811, CC(C)CNc1nc[nH]c1C(=O)NN, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0208010, COc1ccc(C(C)(N)CO)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0208072, CN=C(S)Cc1ccc(F)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0208081, CSc1nc(C)ccc1C#N, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0208142, C=C(CO)CCC=C(C)CCO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0208298, COc1ccc(S(N)(=O)=O)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0208403, N=C(NO)NNc1ccccc1F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0208659, Cc1cccc(-c2ccncc2)c1C=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0208681, N#CCSc1ncnc2[nH]cnc12, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0208720, C=C(c1ccccc1)C1CCOCC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0208758, COc1cc(C(=O)N2CC(N)C2c2ccc(-c3ccc4nc(Nc5ccc(F)cc5F)nn4c3)cc2)ccc1Nc1cc2cc(-c3cnn(CC(C)(C)O)c3)ccc2cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0208783, CCc1cc(C(=O)NCCF)nn1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0208827, NC(CO)c1ccc(F)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0208838, N#Cc1nc(-c2ccccc2)cn1N, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0208885, Cc1c(Nc2cccnc2)cnn1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0208893, COCCOc1cnc(CC)cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0208908, CC(C)C1=CCOC1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0209114, C=C1C(O)CC2CC1C(C)(C)CC2=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0209136, CCNC(C)C(O)C(F)(F)F, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0209145, Cc1cc(-c2ccc[nH]2)ccc1CO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0209194, CCC(C(N)=O)N1CCC(O)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0209223, CCOCCN(CC)CC#CCOC, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0209498, CCn1cc(-c2ccccc2)cc1C=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0209565, CCC(CC)n1cc2ccccc2n1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0209582, C=CC(O)CCC(CO)CC#CCO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0209746, COc1c(C(C)(C)O)cnn1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0209780, CC1(C)CCC2=C(CO)C(C)(O)C2C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0209823, Cc1ccncc1C(CC(=O)NCc1ccc(F)c(F)c1Cl)NC(=O)c1ccc(Nc2nc3ccc(-c4ccc(C(=O)NCc5ccc(F)cc5)cc4)cn3n2)c(OC(F)F)c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0209915, COc1cc(F)ccc1C(C)(C)O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0209996, CNC(=O)c1ccc2ccccc2n1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0210083, C#CCN(C)Cc1nccn1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0210104, NCC(N)CC(=O)O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0210271, COc1cc(C(=O)N(C)C)ccc1N, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0210322, COCCn1c(C)ccc1C(N)=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0210360, CCN(Cc1nccn1C)C1CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0210417, CS(=O)(=O)c1ccc2[nH]ccc2c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0210484, CCCCCCC(O)C(C)(C)CO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0210512, CN1CCC2(CCCC2)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0210584, Nc1cc(-c2ccoc2)ccn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0210694, NCCCCNCCO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0210708, N#Cc1ccc2ccccc2n1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0210844, O=C(NCCCO)C(=O)NC1CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0210870, Cc1nnc(-c2ccc(N)cc2)cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0210949, CC1CNC(C(F)(F)F)C1(C)C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0210991, O=C1CC(O)C(O)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0211015, CN1CCC(CC#N)C2CCCC21, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0211040, COc1cc(C(=O)N2CCCC2)ccc1Nc1nc2nc(-c3ccc(C(=O)NCc4ccc(F)cc4)cc3)cn2c(-c2ccc(C(=O)NCc4ccc(F)cc4)cc2)c1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0211098, [O-][S+](CCN1CCC(Oc2ccc(-c3ccc(N4CCCC4)cc3)cn2)CC1)c1ccc(-c2ccc(NC(=O)Cc3cccc(NC(=O)CCCS(C)(=O)=O)c3)cc2)cc1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0211107, CCOc1cc(C(N)=O)nn1C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0211129, O=NC1=NN(c2ccccc2)CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0211219, O=CN1CCn2cccc2C1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0211244, C#CCNC(C)=C1CC(O)CC1=O, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0211320, CC(C)CNc1ncnc2[nH]ccc12, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0211339, Cc1nnc2n1N=CC1CCCCC12, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0211441, CC1CNC(C(=O)N(C)C)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0211540, NCC(N)C1CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0211586, CC(C)CNc1cnc(CCl)cn1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0211662, CCn1c(C)nc2c1c(N)cn2C, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0211726, CN1CC2CC(C1)C1CCC(O1)C2, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0211832, CN1C2CCC1C(O)C(O)C2, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0211876, CC(C)C1=NCC=CC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0211887, COCCN(CCO)C(C)CO, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0211921, CCC(C)c1ccc2[nH]ccc2c1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0211922, CN1CCCC2(CCCNC2)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0211928, CCCSC1CC(O)C(O)C1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
RNN_0211988, N=C(N)NCCCC1NC(=O)C(NC(=O)C(N)Cc2ccc(O)cc2)CCCC(C(=O)N2CCCC2)OC(=O)C(CC)(CC(=O)NCC(F)(F)F)NC(=O)c2cccc(c2)-c2ccccc2OC1, Failed because unsuitable MW, only MW in range [200, 800] will be remained
